spike_threshold_pct,bb_std_multiplier,sl_pct,tp_pct,position_size_pct,max_hold_hours,sharpe,return_pct,max_dd_pct,win_rate,num_trades,profit_factor,avg_win_pct,avg_loss_pct
1.0,3.0,0.007,0.025,0.01,36,2.1795,0.1445,0.0752,34.15,41,1.7844,2.3479,-0.6824
1.0,3.0,0.007,0.025,0.015,36,2.1795,0.2168,0.1128,34.15,41,1.7846,2.3479,-0.6824
0.5,3.0,0.005,0.02,0.015,48,2.1795,0.2019,0.09,30.16,63,1.6115,1.8659,-0.5
0.5,3.0,0.005,0.02,0.01,48,2.1795,0.1346,0.06,30.16,63,1.6115,1.8659,-0.5
1.0,3.0,0.007,0.025,0.02,36,2.1795,0.2892,0.1504,34.15,41,1.7847,2.3479,-0.6824
0.5,3.0,0.005,0.02,0.02,48,2.1795,0.2693,0.1199,30.16,63,1.6115,1.8659,-0.5
1.0,3.0,0.007,0.025,0.005,36,2.1795,0.0722,0.0376,34.15,41,1.7842,2.3479,-0.6824
0.5,3.0,0.005,0.02,0.005,48,2.1795,0.0673,0.03,30.16,63,1.6115,1.8659,-0.5
1.0,3.0,0.006,0.025,0.015,24,2.1719,0.1998,0.09,34.15,41,1.8218,2.1078,-0.6
1.0,3.0,0.006,0.025,0.01,24,2.1719,0.1331,0.06,34.15,41,1.8217,2.1078,-0.6
1.0,3.0,0.006,0.025,0.005,24,2.1719,0.0666,0.03,34.15,41,1.8216,2.1078,-0.6
1.0,3.0,0.006,0.025,0.02,24,2.1719,0.2664,0.1199,34.15,41,1.8218,2.1078,-0.6
0.5,3.0,0.005,0.015,0.015,12,2.1699,0.1639,0.0653,36.51,63,1.5563,1.3284,-0.4908
0.5,3.0,0.005,0.015,0.02,12,2.1699,0.2185,0.087,36.51,63,1.5563,1.3284,-0.4908
0.5,3.0,0.005,0.015,0.005,12,2.1699,0.0546,0.0218,36.51,63,1.5563,1.3284,-0.4908
0.5,3.0,0.005,0.015,0.01,12,2.1699,0.1092,0.0435,36.51,63,1.5563,1.3284,-0.4908
0.5,3.0,0.005,0.015,0.005,24,2.1581,0.0561,0.02,34.92,63,1.5472,1.4417,-0.5
0.5,3.0,0.005,0.015,0.015,24,2.1581,0.1683,0.06,34.92,63,1.5472,1.4417,-0.5
0.5,3.0,0.005,0.015,0.02,24,2.1581,0.2245,0.08,34.92,63,1.5472,1.4417,-0.5
0.5,3.0,0.005,0.015,0.01,24,2.1581,0.1122,0.04,34.92,63,1.5472,1.4417,-0.5
0.5,3.0,0.005,0.02,0.005,36,2.1495,0.0662,0.03,30.16,63,1.602,1.855,-0.5
0.5,3.0,0.005,0.02,0.015,36,2.1495,0.1988,0.09,30.16,63,1.602,1.855,-0.5
0.5,3.0,0.005,0.02,0.02,36,2.1495,0.2651,0.1199,30.16,63,1.602,1.855,-0.5
0.5,3.0,0.005,0.02,0.01,36,2.1495,0.1325,0.06,30.16,63,1.602,1.855,-0.5
1.0,3.0,0.006,0.015,0.01,12,2.1408,0.097,0.0425,41.46,41,1.6737,1.4175,-0.6
1.0,3.0,0.006,0.015,0.02,12,2.1408,0.1941,0.085,41.46,41,1.6738,1.4175,-0.6
1.0,3.0,0.006,0.015,0.015,12,2.1408,0.1455,0.0638,41.46,41,1.6737,1.4175,-0.6
1.0,3.0,0.006,0.015,0.005,12,2.1408,0.0485,0.0213,41.46,41,1.6736,1.4175,-0.6
1.0,3.0,0.006,0.015,0.02,24,2.1396,0.1956,0.084,41.46,41,1.6793,1.4222,-0.6
1.0,3.0,0.006,0.015,0.015,24,2.1396,0.1467,0.063,41.46,41,1.6792,1.4222,-0.6
1.0,3.0,0.006,0.015,0.005,24,2.1396,0.0489,0.021,41.46,41,1.679,1.4222,-0.6
1.0,3.0,0.006,0.015,0.01,24,2.1396,0.0978,0.042,41.46,41,1.6791,1.4222,-0.6
1.0,3.0,0.005,0.015,0.015,12,2.1334,0.1373,0.0525,36.59,41,1.7037,1.4764,-0.5
1.0,3.0,0.005,0.015,0.01,12,2.1334,0.0915,0.035,36.59,41,1.7037,1.4764,-0.5
1.0,3.0,0.005,0.015,0.02,12,2.1334,0.183,0.07,36.59,41,1.7038,1.4764,-0.5
1.0,3.0,0.005,0.015,0.005,12,2.1334,0.0457,0.0175,36.59,41,1.7036,1.4764,-0.5
0.5,3.0,0.005,0.025,0.005,24,2.1324,0.072,0.03,28.57,63,1.6401,2.0502,-0.5
0.5,3.0,0.005,0.025,0.01,24,2.1324,0.1441,0.06,28.57,63,1.64,2.0502,-0.5
0.5,3.0,0.005,0.025,0.02,24,2.1324,0.2883,0.1199,28.57,63,1.6399,2.0502,-0.5
0.5,3.0,0.005,0.025,0.015,24,2.1324,0.2162,0.09,28.57,63,1.64,2.0502,-0.5
1.0,3.0,0.005,0.025,0.005,24,2.1295,0.0617,0.025,29.27,41,1.8505,2.2361,-0.5
1.0,3.0,0.005,0.025,0.01,24,2.1295,0.1234,0.05,29.27,41,1.8505,2.2361,-0.5
1.0,3.0,0.005,0.025,0.02,24,2.1295,0.2468,0.1,29.27,41,1.8506,2.2361,-0.5
1.0,3.0,0.005,0.025,0.015,24,2.1295,0.1851,0.075,29.27,41,1.8506,2.2361,-0.5
1.0,3.0,0.006,0.02,0.01,48,2.1285,0.118,0.06,34.15,41,1.7286,2.0,-0.6
1.0,3.0,0.006,0.02,0.005,48,2.1285,0.059,0.03,34.15,41,1.7285,2.0,-0.6
1.0,3.0,0.006,0.02,0.02,48,2.1285,0.2361,0.1199,34.15,41,1.7288,2.0,-0.6
1.0,3.0,0.006,0.02,0.015,48,2.1285,0.1771,0.09,34.15,41,1.7287,2.0,-0.6
0.5,3.0,0.005,0.015,0.005,48,2.1131,0.0548,0.02,34.92,63,1.5343,1.4297,-0.5
0.5,3.0,0.005,0.015,0.01,48,2.1131,0.1096,0.04,34.92,63,1.5343,1.4297,-0.5
0.5,3.0,0.005,0.015,0.02,48,2.1131,0.2192,0.08,34.92,63,1.5343,1.4297,-0.5
0.5,3.0,0.005,0.015,0.015,48,2.1131,0.1644,0.06,34.92,63,1.5343,1.4297,-0.5
0.5,3.0,0.005,0.015,0.015,36,2.0784,0.1612,0.06,34.92,63,1.5241,1.4202,-0.5
0.5,3.0,0.005,0.015,0.02,36,2.0784,0.215,0.08,34.92,63,1.5242,1.4202,-0.5
0.5,3.0,0.005,0.015,0.01,36,2.0784,0.1075,0.04,34.92,63,1.5241,1.4202,-0.5
0.5,3.0,0.005,0.015,0.005,36,2.0784,0.0537,0.02,34.92,63,1.5241,1.4202,-0.5
0.5,3.0,0.007,0.02,0.015,36,2.0728,0.2148,0.1259,37.1,62,1.5246,1.8093,-0.7
0.5,3.0,0.007,0.02,0.02,36,2.0728,0.2865,0.1679,37.1,62,1.5247,1.8093,-0.7
0.5,3.0,0.007,0.02,0.01,36,2.0728,0.1432,0.084,37.1,62,1.5245,1.8093,-0.7
0.5,3.0,0.007,0.02,0.005,36,2.0728,0.0716,0.042,37.1,62,1.5244,1.8093,-0.7
0.5,3.0,0.004,0.025,0.005,12,2.0558,0.0569,0.026,30.16,63,1.6461,1.5248,-0.4
0.5,3.0,0.004,0.025,0.015,12,2.0558,0.1706,0.0779,30.16,63,1.6461,1.5248,-0.4
0.5,3.0,0.004,0.025,0.02,12,2.0558,0.2275,0.1038,30.16,63,1.6462,1.5248,-0.4
0.5,3.0,0.004,0.025,0.01,12,2.0558,0.1137,0.0519,30.16,63,1.6461,1.5248,-0.4
0.75,3.0,0.007,0.02,0.01,36,2.0506,0.1327,0.065,36.54,52,1.5748,1.9142,-0.7
0.75,3.0,0.007,0.02,0.02,36,2.0506,0.2656,0.1299,36.54,52,1.5751,1.9142,-0.7
0.75,3.0,0.007,0.02,0.005,36,2.0506,0.0664,0.0325,36.54,52,1.5746,1.9142,-0.7
0.75,3.0,0.007,0.02,0.015,36,2.0506,0.1992,0.0975,36.54,52,1.5749,1.9142,-0.7
0.5,3.0,0.007,0.015,0.01,12,2.046,0.1136,0.0655,45.16,62,1.489,1.2354,-0.6833
0.5,3.0,0.007,0.015,0.005,12,2.046,0.0568,0.0328,45.16,62,1.4889,1.2354,-0.6833
0.5,3.0,0.007,0.015,0.02,12,2.046,0.2273,0.131,45.16,62,1.4891,1.2354,-0.6833
0.5,3.0,0.007,0.015,0.015,12,2.046,0.1704,0.0983,45.16,62,1.4891,1.2354,-0.6833
0.5,3.0,0.004,0.015,0.015,24,2.0336,0.1443,0.0525,30.16,63,1.5464,1.4325,-0.4
0.5,3.0,0.004,0.015,0.005,24,2.0336,0.0481,0.0175,30.16,63,1.5464,1.4325,-0.4
0.5,3.0,0.004,0.015,0.01,24,2.0336,0.0962,0.035,30.16,63,1.5464,1.4325,-0.4
0.5,3.0,0.004,0.015,0.02,24,2.0336,0.1924,0.07,30.16,63,1.5464,1.4325,-0.4
0.5,3.0,0.004,0.02,0.005,12,2.025,0.0527,0.0285,30.16,63,1.5987,1.4809,-0.4
0.5,3.0,0.004,0.02,0.015,12,2.025,0.1581,0.0854,30.16,63,1.5987,1.4809,-0.4
0.5,3.0,0.004,0.02,0.01,12,2.025,0.1054,0.0569,30.16,63,1.5987,1.4809,-0.4
0.5,3.0,0.004,0.02,0.02,12,2.025,0.2108,0.1138,30.16,63,1.5988,1.4809,-0.4
1.0,3.0,0.007,0.015,0.005,36,2.0224,0.0489,0.0245,43.9,41,1.607,1.4372,-0.7
1.0,3.0,0.007,0.015,0.01,36,2.0224,0.0977,0.049,43.9,41,1.607,1.4372,-0.7
1.0,3.0,0.007,0.015,0.015,36,2.0224,0.1466,0.0735,43.9,41,1.6071,1.4372,-0.7
1.0,3.0,0.007,0.015,0.02,36,2.0224,0.1955,0.098,43.9,41,1.6072,1.4372,-0.7
0.5,3.0,0.007,0.025,0.015,24,2.0204,0.226,0.1259,35.48,62,1.551,1.927,-0.6834
0.5,3.0,0.007,0.025,0.01,24,2.0204,0.1506,0.084,35.48,62,1.5509,1.927,-0.6834
0.5,3.0,0.007,0.025,0.005,24,2.0204,0.0753,0.042,35.48,62,1.5509,1.927,-0.6834
0.5,3.0,0.007,0.025,0.02,24,2.0204,0.3014,0.1679,35.48,62,1.551,1.927,-0.6834
1.0,3.0,0.004,0.025,0.015,12,2.0156,0.1469,0.0726,29.27,41,1.8441,1.7825,-0.4
1.0,3.0,0.004,0.025,0.02,12,2.0156,0.1959,0.0968,29.27,41,1.8441,1.7825,-0.4
1.0,3.0,0.004,0.025,0.005,12,2.0156,0.049,0.0242,29.27,41,1.844,1.7825,-0.4
1.0,3.0,0.004,0.025,0.01,12,2.0156,0.0979,0.0484,29.27,41,1.844,1.7825,-0.4
1.0,2.5,0.007,0.02,0.015,12,2.011,0.217,0.0972,39.74,78,1.4397,1.5278,-0.7
1.0,2.5,0.007,0.02,0.01,12,2.011,0.1447,0.0648,39.74,78,1.4397,1.5278,-0.7
1.0,2.5,0.007,0.02,0.02,12,2.011,0.2894,0.1296,39.74,78,1.4397,1.5278,-0.7
1.0,2.5,0.007,0.02,0.005,12,2.011,0.0723,0.0324,39.74,78,1.4396,1.5278,-0.7
0.75,3.0,0.005,0.02,0.015,48,2.005,0.1726,0.0675,28.85,52,1.6218,2.0,-0.5
0.75,3.0,0.005,0.02,0.02,24,2.005,0.2301,0.09,28.85,52,1.6218,2.0,-0.5
0.75,3.0,0.005,0.02,0.02,48,2.005,0.2301,0.09,28.85,52,1.6218,2.0,-0.5
0.75,3.0,0.005,0.02,0.02,36,2.005,0.2301,0.09,28.85,52,1.6218,2.0,-0.5
0.75,3.0,0.005,0.02,0.015,36,2.005,0.1726,0.0675,28.85,52,1.6218,2.0,-0.5
0.75,3.0,0.005,0.02,0.015,24,2.005,0.1726,0.0675,28.85,52,1.6218,2.0,-0.5
0.75,3.0,0.005,0.02,0.01,36,2.005,0.115,0.045,28.85,52,1.6217,2.0,-0.5
0.75,3.0,0.005,0.02,0.01,48,2.005,0.115,0.045,28.85,52,1.6217,2.0,-0.5
