spike_threshold_pct,bb_std_multiplier,sl_pct,tp_pct,position_size_pct,max_hold_hours,sharpe,return_pct,max_dd_pct,win_rate,num_trades,profit_factor,avg_win_pct,avg_loss_pct
0.75,1.0,0.005,0.025,0.005,24,0.0693,0.0055,0.1425,17.14,420,1.0063,2.4321,-0.5
0.75,1.0,0.005,0.025,0.015,24,0.0693,0.0161,0.4271,17.14,420,1.0062,2.4321,-0.5
0.75,1.0,0.005,0.025,0.02,24,0.0693,0.0212,0.5691,17.14,420,1.0061,2.4321,-0.5
0.5,1.5,0.004,0.025,0.015,36,0.0691,0.0151,0.4791,14.16,466,1.0063,2.4401,-0.4
0.5,1.5,0.004,0.025,0.01,36,0.0691,0.0102,0.3196,14.16,466,1.0064,2.4401,-0.4
0.5,1.5,0.004,0.025,0.02,36,0.0691,0.02,0.6383,14.16,466,1.0062,2.4401,-0.4
0.5,1.5,0.004,0.025,0.005,36,0.0691,0.0052,0.1599,14.16,466,1.0065,2.4401,-0.4
0.5,1.0,0.004,0.015,0.005,36,0.0579,0.004,0.0655,21.12,644,1.0039,1.5,-0.4
0.5,1.0,0.004,0.015,0.01,36,0.0579,0.0078,0.131,21.12,644,1.0038,1.5,-0.4
0.5,1.0,0.004,0.015,0.005,48,0.0579,0.004,0.0655,21.12,644,1.0039,1.5,-0.4
0.5,1.0,0.004,0.015,0.02,48,0.0579,0.0152,0.2619,21.12,644,1.0037,1.5,-0.4
0.5,1.0,0.004,0.015,0.015,36,0.0579,0.0116,0.1964,21.12,644,1.0038,1.5,-0.4
0.5,1.0,0.004,0.015,0.015,48,0.0579,0.0116,0.1964,21.12,644,1.0038,1.5,-0.4
0.5,1.0,0.004,0.015,0.01,48,0.0579,0.0078,0.131,21.12,644,1.0038,1.5,-0.4
0.5,1.0,0.004,0.015,0.02,36,0.0579,0.0152,0.2619,21.12,644,1.0037,1.5,-0.4
1.25,3.0,0.004,0.025,0.015,12,0.0335,0.0023,0.1606,17.02,47,1.0098,1.9695,-0.4
1.25,3.0,0.004,0.025,0.005,12,0.0335,0.0008,0.0536,17.02,47,1.01,1.9695,-0.4
1.25,3.0,0.004,0.025,0.01,12,0.0335,0.0015,0.1071,17.02,47,1.0099,1.9695,-0.4
1.25,3.0,0.004,0.025,0.02,12,0.0335,0.003,0.214,17.02,47,1.0097,1.9695,-0.4
0.5,1.0,0.004,0.015,0.01,24,0.0326,0.0043,0.1284,21.12,644,1.0021,1.4955,-0.3995
0.5,1.0,0.004,0.015,0.015,24,0.0326,0.0063,0.1926,21.12,644,1.0021,1.4955,-0.3995
0.5,1.0,0.004,0.015,0.02,24,0.0326,0.0082,0.2568,21.12,644,1.002,1.4955,-0.3995
0.5,1.0,0.004,0.015,0.005,24,0.0326,0.0022,0.0642,21.12,644,1.0022,1.4955,-0.3995
0.75,1.0,0.005,0.025,0.005,36,0.0306,0.0024,0.1447,16.9,420,1.0027,2.4647,-0.5
0.75,1.0,0.005,0.025,0.02,36,0.0306,0.0088,0.5778,16.9,420,1.0025,2.4647,-0.5
0.75,1.0,0.005,0.025,0.01,36,0.0306,0.0047,0.2893,16.9,420,1.0027,2.4647,-0.5
0.75,1.0,0.005,0.025,0.015,36,0.0306,0.0068,0.4336,16.9,420,1.0026,2.4647,-0.5
0.5,1.0,0.004,0.025,0.015,24,-0.0253,-0.0071,0.4123,14.29,595,0.9977,2.3919,-0.3995
0.5,1.0,0.004,0.025,0.02,24,-0.0253,-0.0098,0.5494,14.29,595,0.9976,2.3919,-0.3995
0.5,1.0,0.004,0.025,0.005,24,-0.0253,-0.0022,0.1376,14.29,595,0.9978,2.3919,-0.3995
0.5,1.0,0.004,0.025,0.01,24,-0.0253,-0.0046,0.275,14.29,595,0.9977,2.3919,-0.3995
1.5,3.0,0.005,0.02,0.02,12,-0.0269,-0.0023,0.1721,21.62,37,0.992,1.7984,-0.5
1.5,3.0,0.005,0.02,0.015,12,-0.0269,-0.0017,0.1291,21.62,37,0.992,1.7984,-0.5
1.5,3.0,0.005,0.02,0.005,12,-0.0269,-0.0006,0.0431,21.62,37,0.9922,1.7984,-0.5
1.5,3.0,0.005,0.02,0.01,12,-0.0269,-0.0011,0.0861,21.62,37,0.9921,1.7984,-0.5
1.5,2.5,0.004,0.025,0.01,12,-0.0355,-0.0022,0.1409,14.67,75,0.9915,2.3079,-0.4
1.5,2.5,0.004,0.025,0.005,12,-0.0355,-0.0011,0.0705,14.67,75,0.9916,2.3079,-0.4
1.5,2.5,0.004,0.025,0.015,12,-0.0355,-0.0033,0.2113,14.67,75,0.9915,2.3079,-0.4
1.5,2.5,0.004,0.025,0.02,12,-0.0355,-0.0044,0.2817,14.67,75,0.9914,2.3079,-0.4
0.5,1.5,0.004,0.02,0.015,24,-0.0393,-0.0085,0.2398,16.77,477,0.9964,1.9751,-0.3994
0.5,1.5,0.004,0.02,0.02,24,-0.0393,-0.0115,0.3196,16.77,477,0.9964,1.9751,-0.3994
0.5,1.5,0.004,0.02,0.005,24,-0.0393,-0.0027,0.08,16.77,477,0.9966,1.9751,-0.3994
0.5,1.5,0.004,0.02,0.01,24,-0.0393,-0.0056,0.1599,16.77,477,0.9965,1.9751,-0.3994
0.5,3.0,0.005,0.025,0.005,12,-0.0445,-0.0013,0.0507,23.94,71,0.9902,1.5728,-0.5
0.5,3.0,0.005,0.025,0.02,12,-0.0445,-0.0054,0.2025,23.94,71,0.99,1.5728,-0.5
0.5,3.0,0.005,0.025,0.01,12,-0.0445,-0.0027,0.1013,23.94,71,0.9901,1.5728,-0.5
0.5,3.0,0.005,0.025,0.015,12,-0.0445,-0.004,0.1519,23.94,71,0.9901,1.5728,-0.5
0.5,1.5,0.004,0.02,0.005,48,-0.0585,-0.004,0.078,16.6,476,0.9949,2.0,-0.4
0.5,1.5,0.004,0.02,0.01,48,-0.0585,-0.0082,0.1559,16.6,476,0.9948,2.0,-0.4
0.5,1.5,0.004,0.02,0.015,48,-0.0585,-0.0124,0.2338,16.6,476,0.9948,2.0,-0.4
0.5,1.5,0.004,0.02,0.02,48,-0.0585,-0.0168,0.3116,16.6,476,0.9947,2.0,-0.4
0.75,3.0,0.004,0.025,0.005,12,-0.0592,-0.0015,0.0538,19.67,61,0.9851,1.6091,-0.4
0.75,3.0,0.004,0.025,0.015,12,-0.0592,-0.0044,0.1613,19.67,61,0.9849,1.6091,-0.4
0.75,3.0,0.004,0.025,0.01,12,-0.0592,-0.0029,0.1076,19.67,61,0.985,1.6091,-0.4
0.75,3.0,0.004,0.025,0.02,12,-0.0592,-0.0059,0.215,19.67,61,0.9849,1.6091,-0.4
1.5,2.5,0.004,0.02,0.005,12,-0.0771,-0.0021,0.07,17.33,75,0.9833,1.876,-0.4
1.5,2.5,0.004,0.02,0.015,12,-0.0771,-0.0063,0.2098,17.33,75,0.9832,1.876,-0.4
1.5,2.5,0.004,0.02,0.02,12,-0.0771,-0.0084,0.2796,17.33,75,0.9831,1.876,-0.4
1.5,2.5,0.004,0.02,0.01,12,-0.0771,-0.0042,0.1399,17.33,75,0.9832,1.876,-0.4
0.5,1.0,0.003,0.025,0.01,48,-0.0795,-0.0122,0.2916,10.65,620,0.9926,2.5,-0.3
0.5,1.0,0.003,0.025,0.015,48,-0.0795,-0.0185,0.4372,10.65,620,0.9926,2.5,-0.3
0.5,1.0,0.003,0.025,0.005,48,-0.0795,-0.0061,0.1459,10.65,620,0.9927,2.5,-0.3
0.5,1.0,0.003,0.025,0.02,48,-0.0795,-0.0249,0.5826,10.65,620,0.9925,2.5,-0.3
0.75,1.5,0.004,0.025,0.02,24,-0.0925,-0.0244,0.5073,13.86,339,0.9896,2.4599,-0.4
0.75,1.5,0.004,0.025,0.01,24,-0.0925,-0.012,0.2539,13.86,339,0.9897,2.4599,-0.4
0.75,1.5,0.004,0.025,0.005,24,-0.0925,-0.006,0.127,13.86,339,0.9898,2.4599,-0.4
0.75,1.5,0.004,0.025,0.015,24,-0.0925,-0.0182,0.3807,13.86,339,0.9896,2.4599,-0.4
0.5,1.0,0.004,0.025,0.01,36,-0.0947,-0.0163,0.2578,14.02,592,0.992,2.4337,-0.4
0.5,1.0,0.004,0.025,0.005,36,-0.0947,-0.0081,0.129,14.02,592,0.9921,2.4337,-0.4
0.5,1.0,0.004,0.025,0.02,36,-0.0947,-0.0332,0.5151,14.02,592,0.9918,2.4337,-0.4
0.5,1.0,0.004,0.025,0.015,36,-0.0947,-0.0247,0.3865,14.02,592,0.9919,2.4337,-0.4
0.75,1.0,0.004,0.025,0.015,36,-0.0981,-0.0216,0.3515,13.88,425,0.9902,2.4575,-0.4
0.75,1.0,0.004,0.025,0.005,36,-0.0981,-0.0071,0.1173,13.88,425,0.9903,2.4575,-0.4
0.75,1.0,0.004,0.025,0.01,36,-0.0981,-0.0143,0.2344,13.88,425,0.9902,2.4575,-0.4
0.75,1.0,0.004,0.025,0.02,36,-0.0981,-0.029,0.4685,13.88,425,0.9901,2.4575,-0.4
1.5,2.5,0.004,0.012,0.02,12,-0.0993,-0.0083,0.1839,25.33,75,0.9814,1.1572,-0.4
1.5,2.5,0.004,0.012,0.01,12,-0.0993,-0.0041,0.092,25.33,75,0.9815,1.1572,-0.4
1.5,2.5,0.004,0.012,0.005,12,-0.0993,-0.0021,0.046,25.33,75,0.9815,1.1572,-0.4
1.5,2.5,0.004,0.012,0.015,12,-0.0993,-0.0062,0.1379,25.33,75,0.9815,1.1572,-0.4
0.5,1.0,0.005,0.025,0.02,12,-0.1016,-0.0379,0.6734,19.9,593,0.992,1.9893,-0.498
0.5,1.0,0.005,0.025,0.015,12,-0.1016,-0.0282,0.5054,19.9,593,0.9921,1.9893,-0.498
0.5,1.0,0.005,0.025,0.01,12,-0.1016,-0.0186,0.3372,19.9,593,0.9921,1.9893,-0.498
0.5,1.0,0.005,0.025,0.005,12,-0.1016,-0.0092,0.1687,19.9,593,0.9922,1.9893,-0.498
1.5,3.0,0.005,0.025,0.02,48,-0.1059,-0.0101,0.2098,16.22,37,0.9674,2.5,-0.5
1.5,3.0,0.005,0.025,0.02,36,-0.1059,-0.0101,0.2098,16.22,37,0.9674,2.5,-0.5
1.5,3.0,0.005,0.025,0.02,24,-0.1059,-0.0101,0.2098,16.22,37,0.9674,2.5,-0.5
1.5,3.0,0.005,0.025,0.005,24,-0.1059,-0.0025,0.0525,16.22,37,0.9677,2.5,-0.5
1.5,3.0,0.005,0.025,0.01,36,-0.1059,-0.005,0.105,16.22,37,0.9676,2.5,-0.5
1.5,3.0,0.005,0.025,0.01,24,-0.1059,-0.005,0.105,16.22,37,0.9676,2.5,-0.5
1.5,3.0,0.005,0.025,0.005,48,-0.1059,-0.0025,0.0525,16.22,37,0.9677,2.5,-0.5
1.5,3.0,0.005,0.025,0.005,36,-0.1059,-0.0025,0.0525,16.22,37,0.9677,2.5,-0.5
1.5,3.0,0.005,0.025,0.015,48,-0.1059,-0.0076,0.1574,16.22,37,0.9675,2.5,-0.5
1.5,3.0,0.005,0.025,0.015,36,-0.1059,-0.0076,0.1574,16.22,37,0.9675,2.5,-0.5
1.5,3.0,0.005,0.025,0.015,24,-0.1059,-0.0076,0.1574,16.22,37,0.9675,2.5,-0.5
1.5,3.0,0.005,0.025,0.01,48,-0.1059,-0.005,0.105,16.22,37,0.9676,2.5,-0.5
1.25,3.0,0.004,0.02,0.005,12,-0.1078,-0.0022,0.0501,19.15,47,0.9707,1.6396,-0.4
1.25,3.0,0.004,0.02,0.02,12,-0.1078,-0.0089,0.2001,19.15,47,0.9706,1.6396,-0.4
1.25,3.0,0.004,0.02,0.01,12,-0.1078,-0.0045,0.1001,19.15,47,0.9707,1.6396,-0.4
1.25,3.0,0.004,0.02,0.015,12,-0.1078,-0.0067,0.1501,19.15,47,0.9706,1.6396,-0.4
0.75,1.0,0.004,0.025,0.02,24,-0.1245,-0.0366,0.4598,13.88,425,0.9875,2.451,-0.4
0.75,1.0,0.004,0.025,0.015,24,-0.1245,-0.0273,0.345,13.88,425,0.9876,2.451,-0.4
0.75,1.0,0.004,0.025,0.005,24,-0.1245,-0.009,0.1151,13.88,425,0.9877,2.451,-0.4
0.75,1.0,0.004,0.025,0.01,24,-0.1245,-0.0181,0.2301,13.88,425,0.9876,2.451,-0.4
1.5,3.0,0.004,0.012,0.005,24,-0.1364,-0.002,0.032,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.005,48,-0.1364,-0.002,0.032,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.005,36,-0.1364,-0.002,0.032,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.015,24,-0.1364,-0.006,0.096,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.02,48,-0.1364,-0.008,0.1279,24.32,37,0.9641,1.2,-0.4
1.5,3.0,0.004,0.012,0.02,24,-0.1364,-0.008,0.1279,24.32,37,0.9641,1.2,-0.4
1.5,3.0,0.004,0.012,0.02,36,-0.1364,-0.008,0.1279,24.32,37,0.9641,1.2,-0.4
1.5,3.0,0.004,0.012,0.01,24,-0.1364,-0.004,0.064,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.01,48,-0.1364,-0.004,0.064,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.01,36,-0.1364,-0.004,0.064,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.015,36,-0.1364,-0.006,0.096,24.32,37,0.9642,1.2,-0.4
1.5,3.0,0.004,0.012,0.015,48,-0.1364,-0.006,0.096,24.32,37,0.9642,1.2,-0.4
1.25,3.0,0.005,0.025,0.005,12,-0.1448,-0.0037,0.0556,19.15,47,0.9608,2.0285,-0.5
1.25,3.0,0.005,0.025,0.01,12,-0.1448,-0.0075,0.1111,19.15,47,0.9607,2.0285,-0.5
1.25,3.0,0.005,0.025,0.015,12,-0.1448,-0.0112,0.1666,19.15,47,0.9606,2.0285,-0.5
1.25,3.0,0.005,0.025,0.02,12,-0.1448,-0.015,0.222,19.15,47,0.9605,2.0285,-0.5
0.5,1.0,0.003,0.025,0.005,24,-0.1585,-0.0119,0.1438,10.77,622,0.9857,2.4496,-0.3
0.5,1.0,0.003,0.025,0.01,24,-0.1585,-0.024,0.2874,10.77,622,0.9856,2.4496,-0.3
